image,text
trocr_data/train_images/train_01321.png,"of Polaris submarines . "" He argues that"
trocr_data/train_images/train_01322.png,exercise any degree of control over the action
trocr_data/train_images/train_01323.png,as to the safety of the people of Great Britain ;
trocr_data/train_images/train_01324.png,impossible for the British authorities to
trocr_data/train_images/train_01325.png,The second reason is concerned with doubts
trocr_data/train_images/train_01326.png,Britain alone .
trocr_data/train_images/train_01327.png,there is a distinct possibility that so long
trocr_data/train_images/train_01328.png,Soviet Union might retaliate against
trocr_data/train_images/train_01329.png,as there is a Polaris base in Britain the
trocr_data/train_images/train_01330.png,""" in the time of crisis it would probably be"
trocr_data/train_images/train_01331.png,"add anything to the strength of America ,"
trocr_data/train_images/train_01332.png,"believes : "" It is very questionable whether"
trocr_data/train_images/train_01333.png,"the course of , at the most , an hour "" without"
trocr_data/train_images/train_01334.png,"while , on the contrary , they impose upon"
trocr_data/train_images/train_01335.png,British membership of Nato and British
trocr_data/train_images/train_01336.png,America an onerous obligation which it
trocr_data/train_images/train_01337.png,destroy the whole population of Britain in
trocr_data/train_images/train_01338.png,provoking American retaliation . Earl Russell
trocr_data/train_images/train_01339.png,"may prove impossible to fulfil . """
trocr_data/train_images/train_01340.png,""" Such retaliation might , and probably would ,"
trocr_data/train_images/train_01341.png,permission of American bases on our territory
trocr_data/train_images/train_01342.png,The third reason is that the supreme
trocr_data/train_images/train_01343.png,"prevention of nuclear war . "" A rapidly"
trocr_data/train_images/train_01344.png,in preventing a nuclear war as a neutral
trocr_data/train_images/train_01345.png,West and uncommitted nations - is the
trocr_data/train_images/train_01346.png,growing body of opinion in this country
trocr_data/train_images/train_01347.png,interest for the whole world - East and
trocr_data/train_images/train_01348.png,by helping to suggest agreements which could
trocr_data/train_images/train_01349.png,"be accepted by both East and West . """
trocr_data/train_images/train_01350.png,believes that Britain could be more effective
trocr_data/train_images/train_01351.png,"would be "" integrated "" to a greater"
trocr_data/train_images/train_01352.png,"about 400,000 men . The three Services"
trocr_data/train_images/train_01353.png,Services . Its aim will be to produce superbly
trocr_data/train_images/train_01354.png,"be published in March , is likely to"
trocr_data/train_images/train_01355.png,"THE next White Paper on defence , to"
trocr_data/train_images/train_01356.png,contain a five-year plan for the three
trocr_data/train_images/train_01357.png,"equipped , all-Regular forces of"
trocr_data/train_images/train_01358.png,extent than ever before .
trocr_data/train_images/train_01359.png,with the Prime Minister's approval .
trocr_data/train_images/train_01360.png,and operations . This would apply also in the
trocr_data/train_images/train_01361.png,"not contemplated , the Navy , Army and Royal"
trocr_data/train_images/train_01362.png,command structure and central administrative
trocr_data/train_images/train_01363.png,"organisation . Mr. Watkinson , Minister of Defence ,"
trocr_data/train_images/train_01364.png,"Air Force would become , for practical purposes ,"
trocr_data/train_images/train_01365.png,complete co-operation at all levels in training
trocr_data/train_images/train_01366.png,"has been working on the plan for some months ,"
trocr_data/train_images/train_01367.png,a single defence force . There would be
trocr_data/train_images/train_01368.png,"Short of wearing the same uniform , which is"
trocr_data/train_images/train_01369.png,are now being worked out by the Chiefs
trocr_data/train_images/train_01370.png,Ministers concerned with overseas aspects
trocr_data/train_images/train_01371.png,"of Staff , a process that may take four"
trocr_data/train_images/train_01372.png,Ministers . He has also had talks with the Earl
trocr_data/train_images/train_01373.png,"of Home , Foreign Secretary , and with other"
trocr_data/train_images/train_01374.png,of defence policy . Details of the scheme
trocr_data/train_images/train_01375.png,or five months .
trocr_data/train_images/train_01376.png,He has had numerous meetings with the Service
trocr_data/train_images/train_01377.png,approval . Mr. Watkinson remains con-
trocr_data/train_images/train_01378.png,The scheme will be subject to Cabinet
trocr_data/train_images/train_01379.png,"of Defence , is still correct . This was to"
trocr_data/train_images/train_01380.png,vinced that the policy initiated in
trocr_data/train_images/train_01381.png,return to the tradition of all-Regular
trocr_data/train_images/train_01382.png,"1957 , in Mr. Sandys's time as Minister"
trocr_data/train_images/train_01383.png,"voluntary forces , with the last National"
trocr_data/train_images/train_01384.png,of 1962 .
trocr_data/train_images/train_01385.png,Serviceman out of uniform by the end
trocr_data/train_images/train_01386.png,"cannot be entirely discounted , he does"
trocr_data/train_images/train_01387.png,not agree that the point has been reached
trocr_data/train_images/train_01388.png,He is confident the aim can be achieved .
trocr_data/train_images/train_01389.png,While the possibility of an eventual return
trocr_data/train_images/train_01390.png,engagement would probably have to be for
trocr_data/train_images/train_01391.png,"National Service is ever resorted to ,"
trocr_data/train_images/train_01392.png,The Minister regards the recent trend
trocr_data/train_images/train_01393.png,where this need even be considered . If
trocr_data/train_images/train_01394.png,to National Service in some form
trocr_data/train_images/train_01395.png,three years .
trocr_data/train_images/train_01396.png,of recruiting figures as encouraging .
trocr_data/train_images/train_01397.png,"Service , or over any other aspect of"
trocr_data/train_images/train_01398.png,no truth in suggestions that Mr. Watkinson
trocr_data/train_images/train_01399.png,serve at least a year overseas . There is
trocr_data/train_images/train_01400.png,is at odds with the Service chiefs over
trocr_data/train_images/train_01401.png,necessary for the extended training modern
trocr_data/train_images/train_01402.png,the decision to dispense with National
trocr_data/train_images/train_01403.png,It is thought this would be the minimum
trocr_data/train_images/train_01404.png,defence policy .
trocr_data/train_images/train_01405.png,arms require and to enable each man to
trocr_data/train_images/train_01406.png,Criticisms about Army manpower appear
trocr_data/train_images/train_01407.png,to have come mainly from retired officers
trocr_data/train_images/train_01408.png,"Francis Festing , who believes completely"
trocr_data/train_images/train_01409.png,"Sir Francis , is equally convinced Mr."
trocr_data/train_images/train_01410.png,"Gen. Sir Richard Hull , who is to succeed"
trocr_data/train_images/train_01411.png,who have held high positions but
trocr_data/train_images/train_01412.png,Watkinson is right .
trocr_data/train_images/train_01413.png,Mr. Watkinson has had the utmost support
trocr_data/train_images/train_01414.png,"from the C.I.G.S. , Field-Marshal Sir"
trocr_data/train_images/train_01415.png,are out of touch with the existing situation .
trocr_data/train_images/train_01416.png,in the principle of an all-Regular army .
trocr_data/train_images/train_01417.png,his leave .
trocr_data/train_images/train_01418.png,Sir Francis is to hand over to Sir Richard
trocr_data/train_images/train_01419.png,concentrated on possible need for important
trocr_data/train_images/train_01420.png,moment when attention had to be
trocr_data/train_images/train_01421.png,"as from Nov. 1 . The hand-over , due in"
trocr_data/train_images/train_01422.png,Berlin crisis . Mr. Watkinson and his advisers
trocr_data/train_images/train_01423.png,"Francis stayed on , and sacrificed"
trocr_data/train_images/train_01424.png,military operations . For this reason Sir
trocr_data/train_images/train_01425.png,felt the change would be unwise at a
trocr_data/train_images/train_01426.png,"September , was delayed because of the"
trocr_data/train_images/train_01427.png,the House . Early results in yesterday's
trocr_data/train_images/train_01428.png,There was a computed 8.4 per cent. swing
trocr_data/train_images/train_01429.png,the Prime Minister . This implies the dis-
trocr_data/train_images/train_01430.png,"fontein and the Transvaal , with slightly"
trocr_data/train_images/train_01431.png,"Lawrence , standing as a Progressive , was"
trocr_data/train_images/train_01432.png,"returned in their strongholds , like Bloem-"
trocr_data/train_images/train_01433.png,appearance of the Progressive party from
trocr_data/train_images/train_01434.png,"increased majorities . In the Cape , the"
trocr_data/train_images/train_01435.png,"veteran United Party politician , Mr. Harry"
trocr_data/train_images/train_01436.png,general election showed Nationalists being
trocr_data/train_images/train_01437.png,"towards the Nationalist party of Dr. Verwoerd ,"
trocr_data/train_images/train_01438.png,"Progressive party , Dr. Steytler , in Port"
trocr_data/train_images/train_01439.png,"Mr. Plewman , left the Progressives deprived"
trocr_data/train_images/train_01440.png,"afterwards by the United party candidate ,"
trocr_data/train_images/train_01441.png,dates are unopposed .
trocr_data/train_images/train_01442.png,The contests were for 86 seats as 70
trocr_data/train_images/train_01443.png,The defeat of the leader of the
trocr_data/train_images/train_01444.png,"the Leader of the Opposition , Sir de"
trocr_data/train_images/train_01445.png,"Elizabeth South , announced immediately"
trocr_data/train_images/train_01446.png,Nationalists and 20 United party candi-
trocr_data/train_images/train_01447.png,of both their chief figures . Dr. Verwoerd and
trocr_data/train_images/train_01448.png,"Villiers Graaff , have been returned unopposed ."
trocr_data/train_images/train_01449.png,evident that voters were bored by the
trocr_data/train_images/train_01450.png,last night that he had considered early
trocr_data/train_images/train_01451.png,the most apathetic in the country's history .
trocr_data/train_images/train_01452.png,Government's frequent appeals to the electorate .
trocr_data/train_images/train_01453.png,The election was the fourth in four years .
trocr_data/train_images/train_01454.png,British Army of the Rhine on to a war footing .
trocr_data/train_images/train_01455.png,THE Prime Minister disclosed in the Commons
trocr_data/train_images/train_01456.png,Long before polling closed at 8 p.m. it was
trocr_data/train_images/train_01457.png,in the Parliamentary recess whether to
trocr_data/train_images/train_01458.png,mobilise reserves necessary to bring the
trocr_data/train_images/train_01459.png,In most constituencies it may go down as
trocr_data/train_images/train_01460.png,to do so and to recall Parliament . But
trocr_data/train_images/train_01461.png,"economic and political kind . Mr. Macmillan ,"
trocr_data/train_images/train_01462.png,principle the imposed division of Germany .
trocr_data/train_images/train_01463.png,if a further deterioration in the situation
trocr_data/train_images/train_01464.png,warranted such a step . It would have to be
trocr_data/train_images/train_01465.png,He decided that it would be a great error
trocr_data/train_images/train_01466.png,who was winding up the foreign affairs
trocr_data/train_images/train_01467.png,"debate , said the Government could not"
trocr_data/train_images/train_01468.png,"accompanied by other measures of a military ,"
trocr_data/train_images/train_01469.png,there would be no hesitation in mobilising
trocr_data/train_images/train_01470.png,be party to accepting as a matter of
trocr_data/train_images/train_01471.png,"Minister of State , Foreign Office , said"
trocr_data/train_images/train_01472.png,tests . The Council's findings would be
trocr_data/train_images/train_01473.png,but we must not - and I am not - be
trocr_data/train_images/train_01474.png,the Medical Research Council to reassess
trocr_data/train_images/train_01475.png,earlier that the Government had asked
trocr_data/train_images/train_01476.png,"afraid of negotiation . "" Mr. Godber ,"
trocr_data/train_images/train_01477.png,the fall-out position in view of the Russian
trocr_data/train_images/train_01478.png,""" We must not be rattled into surrender ,"
trocr_data/train_images/train_01479.png,made public .
trocr_data/train_images/train_01480.png,that appeasement over Berlin could
trocr_data/train_images/train_01481.png,the surest way to avert it .
trocr_data/train_images/train_01482.png,"Eden , in his maiden speech in the House"
trocr_data/train_images/train_01483.png,With a vigour and authority which delighted
trocr_data/train_images/train_01484.png,"only lead to war . To stand firm , he"
trocr_data/train_images/train_01485.png,"the Earl of Avon , the former Sir Anthony"
trocr_data/train_images/train_01486.png,"old Parliamentary friends and foes alike ,"
trocr_data/train_images/train_01487.png,"declared , was not to invite war , but"
trocr_data/train_images/train_01488.png,"of Lords last night , gave a warning"
trocr_data/train_images/train_01489.png,Asia .
trocr_data/train_images/train_01490.png,nuclear tests ; the canard about British
trocr_data/train_images/train_01491.png,speech in which Mr. Macmillan wound up
trocr_data/train_images/train_01492.png,accent of urgency . He passed in rapid
trocr_data/train_images/train_01493.png,"tone , and his voice never rose to any"
trocr_data/train_images/train_01494.png,"He began in a low , almost chatty mono-"
trocr_data/train_images/train_01495.png,It was the end of a rather curious
trocr_data/train_images/train_01496.png,the two-day debate on foreign affairs .
trocr_data/train_images/train_01497.png,review the United Nations Secretariat ;
trocr_data/train_images/train_01498.png,interference with the United Nations
trocr_data/train_images/train_01499.png,in the Congo ; Kuwait ; and South-East
trocr_data/train_images/train_01500.png,He spent most of his short half-hour on
trocr_data/train_images/train_01501.png,Britain could not be a party to an imposed
trocr_data/train_images/train_01502.png,"division . But negotiation , as the debate had"
trocr_data/train_images/train_01503.png,final and irrevocable division of Germany .
trocr_data/train_images/train_01504.png,"some "" new myth "" about betrayal of Germany"
trocr_data/train_images/train_01505.png,"shown , could be undertaken on a variety"
trocr_data/train_images/train_01506.png,"by the Allies . "" We do not , "" he said , "" really"
trocr_data/train_images/train_01507.png,certain that they wanted to establish a
trocr_data/train_images/train_01508.png,"know what the Russians want . "" But he was"
trocr_data/train_images/train_01509.png,of bases .
trocr_data/train_images/train_01510.png,Berlin . He deplored the possibility of
trocr_data/train_images/train_01511.png,necessary to bring the British Army of the Rhine
trocr_data/train_images/train_01512.png,would have created a thoroughly unde-
trocr_data/train_images/train_01513.png,"by proclamation , such as would be"
trocr_data/train_images/train_01514.png,sirable atmosphere of panic . He thought
trocr_data/train_images/train_01515.png,that the situation was rather more
trocr_data/train_images/train_01516.png,on to a fully active footing . That
trocr_data/train_images/train_01517.png,Mr. Macmillan explained that he had deliber-
trocr_data/train_images/train_01518.png,ately refrained during the summer from
trocr_data/train_images/train_01519.png,hopeful .
trocr_data/train_images/train_01520.png,recalling Parliament or ordering mobilisation
trocr_data/train_images/train_01521.png,remarkable degree of sub-normality .
trocr_data/train_images/train_01522.png,than about substance . The Prime Minister's
trocr_data/train_images/train_01523.png,"at any time rose to fever pitch , to a"
trocr_data/train_images/train_01524.png,"temperature of the debate , which never"
trocr_data/train_images/train_01525.png,"of Home , Foreign Secretary , was listening"
trocr_data/train_images/train_01526.png,in the Peers' Gallery .
trocr_data/train_images/train_01527.png,Throughout Mr. Macmillan's speech the Earl
trocr_data/train_images/train_01528.png,The Russians now realised its seriousness . The
trocr_data/train_images/train_01529.png,attitude of studied calm brought down the
trocr_data/train_images/train_01530.png,French doubts were more about procedure
trocr_data/train_images/train_01531.png,"State , Foreign Office , as "" pedantic and"
trocr_data/train_images/train_01532.png,severely rated the speech of his predecessor .
trocr_data/train_images/train_01533.png,"censured by Mr. Shinwell , former Labour"
trocr_data/train_images/train_01534.png,"Defence Minister , for having read the"
trocr_data/train_images/train_01535.png,These strictures were all too well justified .
trocr_data/train_images/train_01536.png,"of Mr. Healey , "" Shadow "" Foreign Secretary ,"
trocr_data/train_images/train_01537.png,"described by Mr. Godber , Minister of"
trocr_data/train_images/train_01538.png,We started with the plaintive wailings
trocr_data/train_images/train_01539.png,"obscure on Berlin , damaging and obscure"
trocr_data/train_images/train_01540.png,The early speakers in the debate each
trocr_data/train_images/train_01541.png,"on the Congo . "" In turn , Mr. Godber was"
trocr_data/train_images/train_01542.png,The trouble about such debates is that
trocr_data/train_images/train_01543.png,Healey had another tilt at the Prime Minister's
trocr_data/train_images/train_01544.png,in which all the boys were welcome to
trocr_data/train_images/train_01545.png,early stages of to-night's debate . Mr.
trocr_data/train_images/train_01546.png,"golf-course Press conference , which he"
trocr_data/train_images/train_01547.png,they range too widely . They remind one of
trocr_data/train_images/train_01548.png,"business "" removed their jackets . Not many"
trocr_data/train_images/train_01549.png,"the Rugby match in "" Tom Brown's Schooldays , """
trocr_data/train_images/train_01550.png,metaphorical braces were visible in the
trocr_data/train_images/train_01551.png,"described as "" a display of flabby and"
trocr_data/train_images/train_01552.png,"take part , and only those who "" really meant"
trocr_data/train_images/train_01553.png,theme of limitation of armaments in Europe .
trocr_data/train_images/train_01554.png,prohibition of the production of atomic
trocr_data/train_images/train_01555.png,establish in these territories .
trocr_data/train_images/train_01556.png,"from Mr. Ellis Smith ( Lab. , Stoke on Trent S. ) ."
trocr_data/train_images/train_01557.png,A reference to the reunification of Germany
trocr_data/train_images/train_01558.png,"This could , he suggested , be linked with"
trocr_data/train_images/train_01559.png,"brought a bark of "" Start another war ! """
trocr_data/train_images/train_01560.png,weapons in any part of Europe . Inspection
trocr_data/train_images/train_01561.png,Then Mr. Healey launched out on his pet
trocr_data/train_images/train_01562.png,and control would be much easier to
trocr_data/train_images/train_01563.png,rebuked the unaligned nations for not
trocr_data/train_images/train_01564.png,"bingo-parlour . """
trocr_data/train_images/train_01565.png,the temple of their religion is the
trocr_data/train_images/train_01566.png,"the Government , said Mr. Healey , to"
trocr_data/train_images/train_01567.png,using double standards . Ministers had
trocr_data/train_images/train_01568.png,Mr. Healey denounced the Government for
trocr_data/train_images/train_01569.png,events in Angola or Algeria . It was not for
trocr_data/train_images/train_01570.png,"condemning the new Russian tests , but"
trocr_data/train_images/train_01571.png,"take up moral attitudes , "" especially when"
trocr_data/train_images/train_01572.png,they themselves had no condemnation for
trocr_data/train_images/train_01573.png,"night by his leader , Mr. Gaitskell . Mr."
trocr_data/train_images/train_01574.png,religion as had failed to detect this cult .
trocr_data/train_images/train_01575.png,limited success . He rallied behind him
trocr_data/train_images/train_01576.png,Godber's performance merited all the mild
trocr_data/train_images/train_01577.png,scorn heaped on it by Mr. Shinwell .
trocr_data/train_images/train_01578.png,This puzzled such students of comparative
trocr_data/train_images/train_01579.png,But Mr. Healey had a partial and
trocr_data/train_images/train_01580.png,the Left-wing opinion so coolly snubbed last
trocr_data/train_images/train_01581.png,the council's findings would be published .
trocr_data/train_images/train_01582.png,Government had asked the Medical Research
trocr_data/train_images/train_01583.png,Sahara on the grounds that they were
trocr_data/train_images/train_01584.png,He was not so happy in his defence of
trocr_data/train_images/train_01585.png,France for her nuclear tests in the
trocr_data/train_images/train_01586.png,the Government's failure to condemn
trocr_data/train_images/train_01587.png,Council to reassess the fall-out position in
trocr_data/train_images/train_01588.png,"True , he did tell the House that the"
trocr_data/train_images/train_01589.png,only little ones .
trocr_data/train_images/train_01590.png,"view of the Russian tests , and said that"
trocr_data/train_images/train_01591.png,"Thomas , M.P. for Leicester N.E. , a former"
trocr_data/train_images/train_01592.png,"brief . He resembles the elephant seal , an"
trocr_data/train_images/train_01593.png,otherwise endearing creature whose
trocr_data/train_images/train_01594.png,"Labour Solicitor-General , and Mrs. Barbara"
trocr_data/train_images/train_01595.png,through a cliche-ridden Foreign Office
trocr_data/train_images/train_01596.png,"articulation is limited , we are told , to a"
trocr_data/train_images/train_01597.png,This was too reminiscent of the nursemaid
trocr_data/train_images/train_01598.png,and her illegitimate baby . For the most
trocr_data/train_images/train_01599.png,"part , Mr. Godber muttered his way"
trocr_data/train_images/train_01600.png,series of heavy sighs . Sir Lynn Ungoed-
trocr_data/train_images/train_01601.png,of the Campaign for Nuclear
trocr_data/train_images/train_01602.png,A personal letter of protest against the
trocr_data/train_images/train_01603.png,"atmosphere as a crime against humanity . """
trocr_data/train_images/train_01604.png,of them Left-wing sympathisers .
trocr_data/train_images/train_01605.png,"Khruschev , was also taken to the"
trocr_data/train_images/train_01606.png,Russian Embassy .
trocr_data/train_images/train_01607.png,"tests from Canon Collins , chairman"
trocr_data/train_images/train_01608.png,"It condemned "" the pollution of the world's"
trocr_data/train_images/train_01609.png,"Disarmament , addressed to Mr."
trocr_data/train_images/train_01610.png,"It was signed by 60 Labour M.P.s , many"
trocr_data/train_images/train_01611.png,on disarmament .
trocr_data/train_images/train_01612.png,Lobby of the House of Commons last
trocr_data/train_images/train_01613.png,night and formed a queue stretching
trocr_data/train_images/train_01614.png,bomb demonstrators thronged the Central
trocr_data/train_images/train_01615.png,A POLITICAL CORRESPONDENT writes : Ban-the-
trocr_data/train_images/train_01616.png,"in Old Palace Yard . About 2,000"
trocr_data/train_images/train_01617.png,lobbied M.P.s and harangued them
trocr_data/train_images/train_01618.png,for more than 200 yards outside
trocr_data/train_images/train_01619.png,to deal in his next regular Budget with
trocr_data/train_images/train_01620.png,to catch speculators in shares and property .
trocr_data/train_images/train_01621.png,MR SELWYN LLOYD may speed up his plans
trocr_data/train_images/train_01622.png,some profits which now escape tax .
trocr_data/train_images/train_01623.png,Lloyd said on Tuesday that he proposed
trocr_data/train_images/train_01624.png,dramatically in the Commons yesterday . Mr
trocr_data/train_images/train_01625.png,"public opinion over his "" July Budget "" came"
trocr_data/train_images/train_01626.png,The first hint of the Chancellor bowing to
trocr_data/train_images/train_01627.png,Government does not like retrospective legislation .
trocr_data/train_images/train_01628.png,companies and put one property deal through
trocr_data/train_images/train_01629.png,people the Chancellor hopes to tax . These
trocr_data/train_images/train_01630.png,and property dealers who form a chain of
trocr_data/train_images/train_01631.png,"to the Treasury , said yesterday that the"
trocr_data/train_images/train_01632.png,are people buying and selling shares within
trocr_data/train_images/train_01633.png,"Sir Edward Boyle , Financial Secretary"
trocr_data/train_images/train_01634.png,"a short period , those "" stagging "" on a new issue"
trocr_data/train_images/train_01635.png,each .
trocr_data/train_images/train_01636.png,He went on to describe the kind of
trocr_data/train_images/train_01637.png,"was speaking , the Prime Minister and Mr. Lloyd"
trocr_data/train_images/train_01638.png,had a whispered conversation .
trocr_data/train_images/train_01639.png,it an Autumn Budget . You can call it a Taxation
trocr_data/train_images/train_01640.png,"legislation . "" Why don't you make proposals to legislate"
trocr_data/train_images/train_01641.png,"in the autumn ? "" Mr. Wilson asked . "" We wouldn't call"
trocr_data/train_images/train_01642.png,"Mr. Harold Wilson , Shadow Chancellor , jumped up to"
trocr_data/train_images/train_01643.png,"Management Bill , if you like . "" While Mr. Wilson"
trocr_data/train_images/train_01644.png,offer the Government an easy passage for such
trocr_data/train_images/train_01645.png,Mr. Wilson's offer in mind . Guy Eden writes :
trocr_data/train_images/train_01646.png,""" commit suicide "" at the TUC's"
trocr_data/train_images/train_01647.png,"FRANK FOULKES , Communist president"
trocr_data/train_images/train_01648.png,Treasury experts are already working on
trocr_data/train_images/train_01649.png,quick in-and-out speculator deals .
trocr_data/train_images/train_01650.png,They nodded at each other and Sir Edward
trocr_data/train_images/train_01651.png,invitation .
trocr_data/train_images/train_01652.png,"in industry will not be affected , but only"
trocr_data/train_images/train_01653.png,the scheme . Profits of genuine investors
trocr_data/train_images/train_01654.png,"of the ETU , refused yesterday to"
trocr_data/train_images/train_01655.png,rose to say that the Chancellor would bear
trocr_data/train_images/train_01656.png,"ETU. In reply to the call for his resignation he said : "" Our rules"
trocr_data/train_images/train_01657.png,I should commit hara-kiri .
trocr_data/train_images/train_01658.png,say that if an official resigns he is not allowed to run again
trocr_data/train_images/train_01659.png,"for three years . "" I have only 2 12 years to go before I retire ,"
trocr_data/train_images/train_01660.png,He was announcing his executive's rejection of the ultimatum to the
trocr_data/train_images/train_01661.png,so this is an invitation from my good friends of the TUC that
trocr_data/train_images/train_01662.png,years ; Sub-committees set up to strip
trocr_data/train_images/train_01663.png,secretary John Byrne of his powers must
trocr_data/train_images/train_01664.png,disband in ten days . These the ETU
trocr_data/train_images/train_01665.png,The other TUC demands : Five leading
trocr_data/train_images/train_01666.png,Communists must not hold office for five
trocr_data/train_images/train_01667.png,committees .
trocr_data/train_images/train_01668.png,"and "" unwarranted "" interference . "" But it"
trocr_data/train_images/train_01669.png,agreed to postpone operation of the sub-
trocr_data/train_images/train_01670.png,"executive rejected as "" wholly unacceptable """
trocr_data/train_images/train_01671.png,"The small rocket craft , for destroying big"
trocr_data/train_images/train_01672.png,"20 years they will have free food , housing , light ,"
trocr_data/train_images/train_01673.png,to the preparations for launching their
trocr_data/train_images/train_01674.png,Leningrad were thousands now told that in
trocr_data/train_images/train_01675.png,"heat , transport and medical treatment - all"
trocr_data/train_images/train_01676.png,rockets . Applauding on the river banks at
trocr_data/train_images/train_01677.png,for a working week of 34 to 36 hours .
trocr_data/train_images/train_01678.png,"ships , are controlled automatically , even"
trocr_data/train_images/train_01679.png,Union can be seen here - a truly inspiring
trocr_data/train_images/train_01680.png,"and proud sight , "" said Moscow radio's"
trocr_data/train_images/train_01681.png,Commons of his momentous
trocr_data/train_images/train_01682.png,"the Communist "" Nato . "" He said rocket-"
trocr_data/train_images/train_01683.png,the basis of the Soviet Navy . MR.
trocr_data/train_images/train_01684.png,MACMILLAN'S announcement in the
trocr_data/train_images/train_01685.png,forces of the Warsaw Pact countries -
trocr_data/train_images/train_01686.png,""" The whole naval might of the Soviet"
trocr_data/train_images/train_01687.png,commentator . The parade was reviewed by
trocr_data/train_images/train_01688.png,"Marshal Andrei Grechko , commanding the"
trocr_data/train_images/train_01689.png,carrying atomic submarines now formed
trocr_data/train_images/train_01690.png,"and added : "" It is the most disastrous thing any Prime"
trocr_data/train_images/train_01691.png,"Minister has done for many , many generations . "" He"
trocr_data/train_images/train_01692.png,"concluded : "" The best service the Prime Minister can do"
trocr_data/train_images/train_01693.png,all parties . Even close friends were signalling Mr. Fell
trocr_data/train_images/train_01694.png,"would be to resign . "" The outburst shocked MPs of"
trocr_data/train_images/train_01695.png,"Mr. Anthony Fell ( Yarmouth ) called the decision "" shocking """
trocr_data/train_images/train_01696.png,to stop .
trocr_data/train_images/train_01697.png,"down . A few minutes later , Mr. Fell got up"
trocr_data/train_images/train_01698.png,all parts of the Conservative side . Mr.
trocr_data/train_images/train_01699.png,waved his hand at Mr. Fell .
trocr_data/train_images/train_01700.png,minutes later to stand just inside the
trocr_data/train_images/train_01701.png,"middle of the amazing scene , Mr. Macmillan"
trocr_data/train_images/train_01702.png,Fell appeared to be in tears as he sat
trocr_data/train_images/train_01703.png,"There were loud cries of "" shame "" from"
trocr_data/train_images/train_01704.png,and left the chamber . He returned five
trocr_data/train_images/train_01705.png,doorway looking more composed . In the
trocr_data/train_images/train_01706.png,"to sit down by the Prime Minister . "" Protests had been expected"
trocr_data/train_images/train_01707.png,the effect on one former supporter that he now thinks this Prime
trocr_data/train_images/train_01708.png,"accused the Prime Minister of "" political double talk . "" "" It had"
trocr_data/train_images/train_01709.png,"Minister is a national disaster , "" he said ."
trocr_data/train_images/train_01710.png,"This seemed to infuriate Mr. Fell even more . "" I cannot be told"
trocr_data/train_images/train_01711.png,from Tory rebels . But Mr. Fell's attack was unprecedented . He
trocr_data/train_images/train_01712.png,"opposition , which will be aired in the"
trocr_data/train_images/train_01713.png,debate tomorrow and on Thursday .
trocr_data/train_images/train_01714.png,"anything , rallied support to the Prime Minister ."
trocr_data/train_images/train_01715.png,"This apparently , was Mr. Macmillan's assessment ."
trocr_data/train_images/train_01716.png,"Most MPs agreed that Mr. Fell's attack had , if"
trocr_data/train_images/train_01717.png,"that Mr. Fell had probably "" maximised his"
trocr_data/train_images/train_01718.png,of such ferocity . But there was ample
trocr_data/train_images/train_01719.png,"support . "" There were no other attacks"
trocr_data/train_images/train_01720.png,He confined his reply to the observation
trocr_data/train_images/train_01721.png,evidence of Conservative and Labour
trocr_data/train_images/train_01722.png,Government's intention :
trocr_data/train_images/train_01723.png,of our European Free Trade Association partners
trocr_data/train_images/train_01724.png,Community without prior negotiation with a view
trocr_data/train_images/train_01725.png,Government could join the European Economic
trocr_data/train_images/train_01726.png,"and of British agriculture . "" Near the end of a"
trocr_data/train_images/train_01727.png,"House was crowded . He said : "" No British"
trocr_data/train_images/train_01728.png,"to meeting the needs of the Commonwealth countries ,"
trocr_data/train_images/train_01729.png,"long statement , Mr. Macmillan stated the"
trocr_data/train_images/train_01730.png,"As Mr. Macmillan made his announcement , the"
trocr_data/train_images/train_01731.png,""" Shame . "" Mr. Williams is a close"
trocr_data/train_images/train_01732.png,conclusion that it would be right for
trocr_data/train_images/train_01733.png,Britain to make a formal application . .
trocr_data/train_images/train_01734.png,""" After long and earnest consideration , Her"
trocr_data/train_images/train_01735.png,"the Community . "" At this point , Mr. Paul"
trocr_data/train_images/train_01736.png,"Williams ( Cons. , Sunderland ) called out"
trocr_data/train_images/train_01737.png,associate of Mr. Fell .
trocr_data/train_images/train_01738.png,for negotiations with a view to joining
trocr_data/train_images/train_01739.png,Majesty's Government have come to the
trocr_data/train_images/train_01740.png,behind the Serjeant at Arms' chair .
trocr_data/train_images/train_01741.png,"raised by Tory critics . Mr. Anthony Fell ,"
trocr_data/train_images/train_01742.png,"He claimed that , unless we were in the"
trocr_data/train_images/train_01743.png,"Monday , took up a position almost hidden"
trocr_data/train_images/train_01744.png,play any part in determining its future .
trocr_data/train_images/train_01745.png,who created a scene on this point on
trocr_data/train_images/train_01746.png,"Common Market , we should not be able to"
trocr_data/train_images/train_01747.png,Mr. Macmillan dealt with the main objection
trocr_data/train_images/train_01748.png,""" We can lead better from within , "" he said ."
trocr_data/train_images/train_01749.png,he said .
trocr_data/train_images/train_01750.png,"Common Market . "" The Community"
trocr_data/train_images/train_01751.png,( Common Market ) has imparted an
trocr_data/train_images/train_01752.png,"to The Six . Above all , it is an idea"
trocr_data/train_images/train_01753.png,tribute to the development of the
trocr_data/train_images/train_01754.png,Market than by isolation . He paid
trocr_data/train_images/train_01755.png,impetus and an economic growth
